BOARD,NAME,ADDRESS_AB,POSTAL_COD,CITY,PROVINCE,PHONE_NO,FAX_NO,EMAIL,GRADES,POSTSECOND,DATA_SOURCE,ELEM,JUNIOR_H,SENIOR_H,GLOBAL_ID,POINT
"Maria Montessori Education Centre of Calgary, Ltd.",Maria Montessori School,"Chief Crowfoot School Building 
2634 12 Ave NW",T2N1K6,Calgary,AB,(403) 668-8538,,info@mmec.ca,Elementary/Junior High,N,N,Y,Y,N,{4C58FE07-91E9-4C39-BB51-4C28E27EAA8D},POINT (-114.1235826 51.0627098)
The Calgary School Division,Dr. Freda Miller School,211 Everbrook Dr SW,T2Y0E8,Calgary,AB,(403) 817-3428,,drfredamiller@cbe.ab.ca,Elementary,N,N,Y,N,N,{4819274C-D2D0-4329-9644-8F8C008AAEA8},POINT (-114.1160186 50.9208504)
The Calgary School Division,Cedarbrae School,10631 Oakfield Dr SW,T2W2T3,Calgary,AB,(403) 777-8610,,cedarbrae@cbe.ab.ca,Elementary,N,N,Y,N,N,{8623D6AF-3E3B-4150-983A-ECD9BA7ECBD8},POINT (-114.1331845 50.9583988)
The Calgary School Division,Crescent Heights High School,1019 1 St NW,T2M2S2,Calgary,AB,(403) 276-5521,,crescentheights@cbe.ab.ca,Senior High,N,N,N,N,Y,{CEF67E89-BB78-4E73-849A-02099CCF7932},POINT (-114.0660914 51.0614898)
The Calgary School Division,Queen Elizabeth High School,512  18 St NW,T2N2G5,Calgary,AB,(403) 777-6380,,queenelizabethjrsr@cbe.ab.ca,Junior High/Senior High,N,N,N,Y,Y,{2F63175A-AAA4-45FD-A2BE-F24751026ED7},POINT (-114.1019163 51.0562024)
The Calgary School Division,Cappy Smart School,5808 Madigan Dr NE,T2A4P5,Calgary,AB,(403) 777-8110,,cappysmart@cbe.ab.ca,Elementary,N,N,Y,N,N,{2395E183-681E-4979-8240-2F9F9C3983DC},POINT (-113.9450677 51.0636931)
The Calgary School Division,Erin Woods School,25 Erin Park Dr SE,T2B2Z9,Calgary,AB,(403) 777-8140,,erinwoods@cbe.ab.ca,Elementary,N,N,Y,N,N,{171D301B-421D-4FE4-88B3-96B955C7D0E4},POINT (-113.9657774 51.0226997)
Renfrew Educational Services Society,Renfrew Educational Services-Janice McTighe Centre,2050 - 21 Street N.E.,T2E6S5,Calgary,AB,(403) 291-5038,,renfrew@renfreweducation.org,Elementary/Junior High,N,N,Y,Y,N,{E412DFA4-F22C-4678-BC80-7153C19856B0},POINT (-114.0082917 51.069617)
The Calgary School Division,Buchanan School,3717 Centre St NW,T2E2Y2,Calgary,AB,(403) 777-6260,,buchanan@cbe.ab.ca,Elementary,N,N,Y,N,N,{E6B84ADD-ACD8-4788-88E0-AC45D6277A82},POINT (-114.0631478 51.0856297)
The Calgary Roman Catholic Separate School Division,St. Cecilia (Bilingual) Elementary School,610 Agate Crescent S.E.,T2J0Z3,Calgary,AB,(403) 500-2040,,stcecilia@cssd.ab.ca,Elementary,N,N,Y,N,N,{95F749F4-7508-4C90-81D9-79497EAB8522},POINT (-114.0504111 50.9652961)
The Calgary School Division,O. S. Geiger School,100 Castlebrook Dr NE,T3J2J4,Calgary,AB,(403) 777-6950,,osgeiger@cbe.ab.ca,Elementary,N,N,Y,N,N,{D1DEAA51-1698-43A9-A800-436CCB8DBAFF},POINT (-113.9615405 51.1048865)
The Prairie Land School Division,Al-Amal Academy,9 Royal Vista Drive NW,T3R0N2,Calgary,AB,(825) 996-5399,,al-amal.academy@plrd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{8D1B7FD2-FB4D-41C7-BC95-9A71DFAAA9CE},POINT (-114.2075428 51.1507322)
The Calgary School Division,Hawkwood School,650 Hawkwood Blvd NW,T3G2V7,Calgary,AB,(403) 777-6410,,hawkwood@cbe.ab.ca,Elementary,N,N,Y,N,N,{BFA3894A-0CD7-442E-974F-D7AE76054419},POINT (-114.1787461 51.1306569)
The Calgary Roman Catholic Separate School Division,St. Henry Elementary School,7423 - 10 Street N.W.,T2K1H5,Calgary,AB,(403) 500-2059,,sthenry@cssd.ab.ca,Elementary,N,N,Y,N,N,{F0EE1DF7-1958-4374-A4BD-5B78B3A56FFE},POINT (-114.0801778 51.1175975)
The Calgary School Division,Sundance School,200 Sunmills Dr SE,T2X2N9,Calgary,AB,(403) 777-8690,,sundance@cbe.ab.ca,Elementary,N,N,Y,N,N,{59351B54-A5A6-4B25-99D0-CC639D244B13},POINT (-114.0468131 50.9006606)
The Calgary School Division,Janet Johnstone School,224 Shawnessy Dr SW,T2Y1M1,Calgary,AB,(403) 777-8670,,janetjohnstone@cbe.ab.ca,Elementary,N,N,Y,N,N,{A26C5448-02E6-4958-95BB-B3E7F78BEB58},POINT (-114.080086 50.9093693)
The Calgary School Division,James Short Memorial School,6333  5 Ave SE,T2A3V7,Calgary,AB,(403) 777-8170,,jamesshortmemorial@cbe.ab.ca,Elementary,N,N,Y,N,N,{9051BE7D-004F-4C03-BA7E-8711D692DAD9},POINT (-113.9427983 51.0478605)
The Calgary School Division,Woodlands School,88 Woodgreen Dr SW,T2W4W9,Calgary,AB,(403) 777-8640,,woodlands@cbe.ab.ca,Elementary,N,N,Y,N,N,{0F867C5A-2C73-4B15-AAB9-796BFE946200},POINT (-114.1069696 50.9389352)
Foundations for the Future Charter Academy Charter School Society,North Middle School Campus,211 McKnight Blvd. NE,T2E5S7,Calgary,AB,,,kimberly.johnson@ffca-calgary.com,Elementary/Junior High,N,N,Y,Y,N,{853C8C19-B88C-45DF-9D5C-BF8C3FD44AD3},POINT (-114.060601 51.0954531)
The Calgary School Division,West Dalhousie School,6502  58 St NW,T3A2C8,Calgary,AB,(403) 777-6110,,westdalhousie@cbe.ab.ca,Elementary,N,N,Y,N,N,{4903E885-42CC-434C-A0F3-5548BE70AA14},POINT (-114.1695389 51.1111682)
The Calgary Roman Catholic Separate School Division,St. James Elementary Junior High School,2227 - 58 Avenue S.W.,T3E1N6,Calgary,AB,(403) 500-2035,,stjames@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{CC62EAE1-671B-42D5-9B4A-33FF62738CEA},POINT (-114.113664 51.0011413)
The Calgary Roman Catholic Separate School Division,St. Kateri Tekakwitha School,1005 Abbotsford Drive N.E.,T2A7N5,Calgary,AB,(403) 500-2090,,stkateri@cssd.ab.ca,Elementary,N,N,Y,N,N,{416EB0B4-E9F9-427A-BA0F-0273151114D8},POINT (-113.9276608 51.0618538)
The Calgary School Division,Terry Fox School,139 Falshire Dr NE,T3J1P7,Calgary,AB,(403) 777-8800,,terryfox@cbe.ab.ca,Junior High,N,N,N,Y,N,{2FE46DF9-5B1A-4FE2-AD51-980D9F3DE7A0},POINT (-113.945104 51.1046569)
The Southern Francophone Education Region,École Terre des Jeunes,3720 - 42 Street NW,T3A0C6,Calgary,AB,(403) 247-2458,,,Elementary,N,N,Y,N,N,{D109A06F-FF33-43D7-A695-5A4887892075},POINT (-114.1499727 51.0853094)
The Calgary School Division,Eugene Coste School,10 Hillgrove Cres SW,T2V3K7,Calgary,AB,(403) 777-8511,,eugenecoste@cbe.ab.ca,Elementary,N,N,Y,N,N,{F2C540A1-FAF6-4913-A310-AC967CE73C2D},POINT (-114.0869778 50.9678896)
Lady Fatima Academy,Lady Fatima Academy,Suite 310 1001 1 St SE,T2G5G3,Calgary,AB,(587) 437-0083,,info@ladyfatimaacademy.ca,Elementary,N,N,Y,N,N,{2AD194DD-EB72-4E81-A6C6-5007FADD96CD},POINT (-114.0612408 51.043006)
The Calgary School Division,John G. Diefenbaker High School,6620  4 St NW,T2K1C2,Calgary,AB,(403) 274-2240,,johngdiefenbaker@cbe.ab.ca,Senior High,N,N,N,N,Y,{590EF6FA-1780-4492-890E-7360AD2E3A6D},POINT (-114.0701312 51.1127974)
The Calgary Roman Catholic Separate School Division,St. Michael School,4511 - 8 Avenue S.W.,T3C0G9,Calgary,AB,(403) 500-2021,,stmichael@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{0EA3AAF4-A906-4C1F-BBC8-240AE4E9ED08},POINT (-114.1515775 51.0447849)
The Calgary School Division,A. E. Cross School,3445  37 St SW,T3E3C2,Calgary,AB,(403) 777-7410,,aecross@cbe.ab.ca,Junior High,N,N,N,Y,N,{2B5E6ED8-59EC-4932-9855-E3AA83C677E6},POINT (-114.1420958 51.0232443)
The Calgary Roman Catholic Separate School Division,St. Vincent De Paul Elementary Junior High School,4525 - 49 Street N.W.,T3A0K4,Calgary,AB,(403) 500-2051,,stvincent@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{B8122A61-42B9-4CC2-A44B-F0A409DE7523},POINT (-114.1597997 51.0931446)
The Calgary School Division,Monterey Park School,7400 California Blvd NE,T1Y6R2,Calgary,AB,(403) 777-7233,,montereypark@cbe.ab.ca,Elementary,N,N,Y,N,N,{BA904022-9A91-439C-B29A-8A53064BF324},POINT (-113.9304829 51.0774247)
The Calgary School Division,Ernest Manning High School,20 Springborough Blvd SW,T3H0N7,Calgary,AB,(403) 249-3131,,ernestmanning@cbe.ab.ca,Senior High,N,N,N,N,Y,{B05E5EA0-E825-4726-BCDC-B4DEE590CEC6},POINT (-114.1892353 51.035957)
The Canadian Montessori School Ltd.,Canadian Montessori School North,1112 - 70 Avenue S.W.,T2V0P6,Calgary,AB,(403) 252-3281,,admin@calgarymontessorischool.com,Unknown,N,N,N,N,N,{CF0CCC63-0931-4A35-A5C4-D4A933C99FF3},POINT (-114.0882622 50.9907447)
The Calgary School Division,Olympic Heights School,875 Strathcona Dr SW,T3H2Z7,Calgary,AB,(403) 777-8370,,olympicheights@cbe.ab.ca,Elementary,N,N,Y,N,N,{1E6E01F9-8E05-4CBB-811B-7B73E3E00BEB},POINT (-114.1807765 51.0459676)
The Calgary Roman Catholic Separate School Division,St. John Henry Newman School,16201 McKenzie Lake  Boulevard S.E.,T2Z2G7,Calgary,AB,(403) 500-2092,,stjohnhenrynewman@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{769EDA24-B445-40C9-BE5A-FA23D037753A},POINT (-113.9888584 50.9073393)
The Calgary School Division,Marlborough School,4711 Maryvale Dr NE,T2A3A1,Calgary,AB,(403) 777-8190,,marlborough@cbe.ab.ca,Elementary,N,N,Y,N,N,{54F6C432-2500-4DB0-80D5-A5CA2227DD54},POINT (-113.9654996 51.0560836)
The Calgary Roman Catholic Separate School Division,Our Lady of the Rockies High School,111 Haddon Road S.W.,T2V2Y2,Calgary,AB,(403) 500-2047,,ourladyoftherockies@cssd.ab.ca,Senior High,N,N,N,N,Y,{80019751-285F-4800-80C0-03717D2C9AAD},POINT (-114.078741 50.9754378)
Foundations for the Future Charter Academy Charter School Society,FFCA South High School Campus,315 86th Avenue SE,T2H1Z2,Calgary,AB,(587) 794-4250,,wanda.amundson@ffca-calgary.com,Junior High/Senior High,N,N,N,Y,Y,{26AC5C78-9F0C-4AB3-96CE-8DCF47F8E835},POINT (-114.0650625 50.9753211)
The Calgary School Division,Discovering Choices,#206 315 10 Ave SE,T2G0W2,Calgary,AB,(403) 268-3265,,discoveringchoices@cbe.ab.ca,Senior High,N,N,N,N,Y,{B0002976-47CE-4349-87ED-F5FB13D39F35},POINT (-114.0566933 51.0428705)
The Calgary School Division,Sibylla Kiddle School,126 Cranford Dr SE,,Calgary,AB,(403) 817-3432,,SibyllaKiddle@cbe.ab.ca,Elementary,N,N,Y,N,N,{B91119EC-290A-45CD-99F4-B83C74D7A5D4},POINT (-113.9708023 50.8778625)
The Calgary School Division,Prairie Sky School,201 Skyview Ranch Road NE,T3N2E7,Calgary,AB,(403) 817-3452,,prairiesky@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{5C530C8F-4E02-42FA-ACCC-6777524FB474},POINT (-113.9568896 51.1621326)
The Calgary Chinese Public School Society,Calgary Chinese Private School,126 2nd Avenue S.W,T2P0B9,Calgary,AB,(403) 264-2233,,ccps@shaw.ca,Senior High,N,N,N,N,Y,{2E357C1A-90FE-456A-AA09-0C8F8085A21E},POINT (-114.0642879 51.0516146)
The Calgary School Division,Capitol Hill School,2210  18 St NW,T2M3T4,Calgary,AB,(403) 777-6160,,capitolhill@cbe.ab.ca,Elementary,N,N,Y,N,N,{53CCB167-1085-40BD-BCB4-5EF43FBD2B5F},POINT (-114.1039175 51.0720766)
The Southern Francophone Education Region,École Sainte-Marguerite-Bourgeoys,4700 Richard Road S.W.,T3E6L1,Calgary,AB,(403) 240-2007,,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{87F7BF36-C69F-425E-95DC-DC96C2BBFC11},POINT (-114.121583 51.0111375)
The Calgary School Division,Dalhousie School,4440 Dallyn St NW,T3A1K3,Calgary,AB,(403) 777-6030,,dalhousie@cbe.ab.ca,Elementary,N,N,Y,N,N,{BB98F00D-EBE9-4CD4-AFFF-6C2BE292C23C},POINT (-114.1513785 51.1065269)
The Calgary School Division,Dr. J. K. Mulloy School,7440 10 St NW,T2K1H6,Calgary,AB,(403) 777-6640,,,Elementary,N,N,Y,N,N,{CABAD8B0-D977-4E1D-9366-1D5189738FC5},POINT (-114.079969 51.1192251)
The Calgary Roman Catholic Separate School Division,St. Wilfrid Elementary School,4225 - 44 Avenue N.E.,T1Y4Y1,Calgary,AB,(403) 500-2077,,stwilfrid@cssd.ab.ca,Elementary,N,N,Y,N,N,{6BE7319C-6148-44CB-A6B1-80CB7813A826},POINT (-113.9690047 51.0919216)
The Calgary School Division,Belfast School,1229  17A St NE,T2E4V4,Calgary,AB,(403) 777-6250,,belfast@cbe.ab.ca,Elementary,N,N,Y,N,N,{3C807AE4-5B48-4083-A392-C29012FAF8DA},POINT (-114.0183083 51.063375)
The Calgary School Division,H. D. Cartwright School,5500 Dalhart Rd NW,T3A1V6,Calgary,AB,(403) 777-7420,,hdcartwright@cbe.ab.ca,Junior High,N,N,N,Y,N,{7FC9DF24-3979-4D41-9CBC-039C81F33B27},POINT (-114.1613274 51.1126485)
The Calgary Roman Catholic Separate School Division,St. Clare,"12455 Coventry Hills Way, N.E.",T3K5Z4,Calgary,AB,(403) 500-2102,,stclare@cssd.ab.ca,Elementary,N,N,Y,N,N,{E0A6827F-65B2-4115-A007-2A9EE2B1FCD1},POINT (-114.0453956 51.1647425)
The Calgary School Division,University School,3035 Utah Dr NW,T2N3Z9,Calgary,AB,(403) 777-6240,,university@cbe.ab.ca,Elementary,N,N,Y,N,N,{C43B0CA0-21C8-4CC6-854F-628A2E09FCC5},POINT (-114.1332756 51.0698082)
The Calgary School Division,Sam Livingston School,12011 Bonaventure Dr SE,T2J3G7,Calgary,AB,(403) 777-6890,,samlivingston@cbe.ab.ca,Elementary,N,N,Y,N,N,{1BC5E036-AF35-46B3-A8D8-008B91F011B0},POINT (-114.0612703 50.9454482)
The Palliser School Division,"Calgary Islamic School, Omar Bin Al-Khattab Campus",Omar Bin Al-Khattab Campus,T2A5K4,Calgary,AB,(584) 353-8900,,,Elementary/Junior High,N,N,Y,Y,N,{C5714A68-6F8A-4BEA-B1A2-0EFF04FE0868},POINT (-113.9938098 51.050745)
Calgary International Academy Ltd,Calgary International Academy ECS,110-1248 Livingston Way NE,T3J4A3,Calgary,AB,(403) 991-7534,,info@ciacademy.ca,Unknown,N,N,N,N,N,{F224073D-674F-4756-8A61-54B88F1D7180},POINT (-113.9527894 51.1258883)
The Calgary School Division,Dr. Martha Cohen School,116 Brightondale Pk SE,T2Z0V1,Calgary,AB,(403) 817-3548,,drmarthacohen@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{07674102-00FC-4864-BA5D-42E412C8F6E9},POINT (-113.9447324 50.9170989)
The Calgary School Division,Sir Wilfrid Laurier School,819  32 St SE,T2A0Y9,Calgary,AB,(403) 777-7370,,ampetroni@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{DB797809-6214-43CF-B9C2-BA9E112A8997},POINT (-113.9893061 51.0457348)
The Calgary School Division,Rundle School,4120 Rundlehorn Dr NE,T1Y4W9,Calgary,AB,(403) 777-6760,,rundle@cbe.ab.ca,Elementary,N,N,Y,N,N,{26B5804A-98BA-44DD-97D3-476DC3E10FC4},POINT (-113.9737217 51.0711823)
The Calgary School Division,Branton School,2103  20 St NW,T2M3W1,Calgary,AB,(403) 777-7440,,branton@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{1CB83F50-DEF7-4F8C-A263-179B19636C2E},POINT (-114.1090305 51.0712469)
The Calgary Roman Catholic Separate School Division,St. Jean Brebeuf School,5030 Northland Drive N.W.,T2L2J6,Calgary,AB,(403) 500-2046,,stjeanbrebeuf@cssd.ab.ca,Junior High,N,N,N,Y,N,{589BD16A-00C9-4E12-8294-2271E904FE26},POINT (-114.1402289 51.0978934)
Foundations for the Future Charter Academy Charter School Society,South Middle School Campus,8710 Ancourt Rd. SE,T2H1V2,Calgary,AB,(403) 259-3175,,,Elementary/Junior High,N,N,Y,Y,N,{3FEEFFF7-8EA7-41DD-BB2F-C99924B14DBC},POINT (-114.053305 50.9752902)
The Calgary Roman Catholic Separate School Division,St. Anthony,4811 6th St. SW,T2S2N5,Calgary,AB,(403) 500-2013,,stanthony@cssd.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{9833DF80-91A0-421C-983A-7792DB9FF135},POINT (-114.0793009 51.0101091)
River Valley School Society,River Valley School,3127 Bowwood Drive N.W.,T3B2E7,Calgary,AB,(403) 246-2275,,info@rivervalleyschool.ca,Elementary,N,N,Y,N,N,{C2B711B9-5F70-4E9D-9596-FA387FA09655},POINT (-114.1743441 51.0794694)
The Calgary School Division,Woodman School,8706 Elbow Dr SW,T2V1L2,Calgary,AB,(403) 777-7490,,woodman@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{D4B92EB9-3BA7-43DA-8C95-C14BA53A741A},POINT (-114.083213 50.9756583)
The Calgary Roman Catholic Separate School Division,St. Bonaventure School,1710 Acadia Drive S.E.,T2J3X8,Calgary,AB,(403) 500-2062,,stbonaventure@cssd.ab.ca,Junior High,N,N,N,Y,N,{B7F2ACC0-A01F-4BDB-85D8-56C8AF09AFF4},POINT (-114.0471812 50.9317371)
The Calgary School Division,CLS Forest Lawn Writing Centre,1304 44 St SE,T2A1M8,Calgary,AB,(403) 272-6665,,chinooklearning@cbe.ab.ca,Unknown,N,N,N,N,N,{94B5071F-7F7C-4E2B-83D2-7BEAB437B69D},POINT (-113.9689496 51.0424031)
The Calgary Roman Catholic Separate School Division,St. Elizabeth Seton,10845 Hidden Valley Drive,T3A6K3,Calgary,AB,(403) 500-2105,,stelizabethseton@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{FA0F542E-E0E4-4D34-9569-C9EC88201D40},POINT (-114.1104364 51.1511018)
The Calgary School Division,Chinook Learning Services,2336 53 Ave SW,T2M0T2,Calgary,AB,(403) 777-7200,,chinooklearning@cbe.ab.ca,Senior High,N,N,N,N,Y,{69276541-51FE-4982-B8D3-2A04126FCEAE},POINT (-114.0654256 51.0685816)
The Calgary Roman Catholic Separate School Division,St. Joan of Arc Elementary/Junior High School,7970 Wentworth Drive SW,T3H0K2,Calgary,AB,(403) 500-2107,,st.joanofarc@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{B948FA94-BCAC-4D2E-9CF7-09A332A4C9DD},POINT (-114.2072404 51.0571247)
The Calgary School Division,R. T. Alderman School,725 Mapleton Dr SE,T2J1S1,Calgary,AB,(403) 777-7520,,rtalderman@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{32D8426A-7789-4C8E-B9A1-42475B32C8B9},POINT (-114.0445879 50.9611594)
The Calgary School Division,W.H.Cushing Workplace School,130 - 7 Avenue S.W.,T2P1M6,Calgary,AB,(403) 777-8900,,whcushing@cbe.ab.ca,Unknown,N,N,N,N,N,{145DD6E5-DEA4-4DF8-8FD1-B10853E7C612},POINT (-114.0649132 51.046824)
Foundations for the Future Charter Academy Charter School Society,Northeast Elementary Campus,1140 Mayland Drive NE,T2E6C8,Calgary,AB,,,susan.snowden@ffca-calgary.com,Elementary,N,N,Y,N,N,{7FB7908F-FF19-4163-9BF3-C5BDB22C6BF6},POINT (-114.0112907 51.0641943)
The Calgary School Division,Lester B. Pearson High School,3020  52 St NE,T1Y5P4,Calgary,AB,(403) 280-6565,,lesterbpearson@cbe.ab.ca,Senior High,N,N,N,N,Y,{A6FD92F8-AE8C-4581-BB11-EEA918D766AE},POINT (-113.9563976 51.0769499)
The Calgary Roman Catholic Separate School Division,St. Luke Bilingual Elementary School,"1232 Northmount Dr., N.W.",T2L0E1,Calgary,AB,(403) 500-2039,,stluke@cssd.ab.ca,Elementary,N,N,Y,N,N,{E2BEC07B-9CF4-4C14-877C-D6893B5EB735},POINT (-114.1226868 51.0908267)
The Calgary School Division,Kenneth D. Taylor School,30 Evanscove Cir NW,T3P0A1,Calgary,AB,(403) 817-3504,,kennethdtaylor@cbe.ab.ca,Elementary,N,N,Y,N,N,{D7738045-9AA8-498A-B441-F7E48D3711B2},POINT (-114.1178014 51.165096)
Calgary Academy Society,Calgary Academy,1677 93 rd Street S.W.,T3H0R3,Calgary,AB,(403) 686-6444,,info@calgaryacademy.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{CDB06466-D650-4695-8B4E-1ACD2FE4D6F9},POINT (-114.2243772 51.0394313)
The Calgary School Division,Royal Oak School,9100 Royal Birch Blvd NW,T3G5R8,Calgary,AB,(403) 777-6279,,royaloak@cbe.ab.ca,Elementary,N,N,Y,N,N,{E5D874A9-191A-4295-8A97-AB320523414D},POINT (-114.2220693 51.1455728)
Renfrew Educational Services Society,Renfrew Thomas W. Buchanan Centre,2050 - 21 Street N.E.,T2X3V4,Calgary,AB,(403) 291-5038,,renfrew@renfreweducation.org,Elementary/Junior High,N,N,Y,Y,N,{0D691762-D8D5-4FA2-B40A-88F2E781BFA0},POINT (-114.0560057 50.9019437)
The Calgary School Division,Manmeet Singh Bhullar School,1027 Martindale Blvd NE,T3J4Z1,Calgary,AB,(403) 817-3568,,manmeetsinghbhullar@cbe.ab.ca,Elementary,N,N,Y,N,N,{32314020-B4A8-4D6F-AC1B-C3CFCCC109D8},POINT (-113.9594225 51.1233068)
GCA Educational Society,Glenmore Christian Academy Elementary,16520 - 24 Street S.W.,T2Y4W2,Calgary,AB,(403) 254-9050,,admin@gcaschool.com,Elementary,N,N,Y,N,N,{395A40B1-6236-48BD-BD93-5BEC87474A49},POINT (-114.115239 50.9039788)
The Calgary School Division,Dr. Oakley School,3904  20 St SW,T2T4Z9,Calgary,AB,(403) 777-8300,,droakley@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{6183B3A0-314B-4A89-B6B5-C682E7323A6B},POINT (-114.1084354 51.0192722)
The Palliser School Division,Master's Academy,4414 Crowchild Trail S.W.,T2T5J4,Calgary,AB,(403) 242-7034,,,Elementary,N,N,Y,N,N,{1769A970-AB46-4F43-93D2-F0B9EF96C9C2},POINT (-114.1165458 51.0153024)
The Calgary School Division,Collingwood School,3826 Collingwood Dr NW,T2L0R6,Calgary,AB,(403) 777-6180,,collingwood@cbe.ab.ca,Elementary,N,N,Y,N,N,{6C8D70C1-361F-4209-8DF9-E9821C14C318},POINT (-114.1032575 51.0857819)
The Calgary Roman Catholic Separate School Division,St. Josephine Bakhita School,3 Evansglen Cl NW,T3P0P2,Calgary,AB,(403) 500-2136,,stjosephinebakhita@cssd.ab.ca,Elementary,N,N,Y,N,N,{06EF66B3-38F2-4B67-94D6-AF5C3A8769A3},POINT (-114.1014977 51.1767754)
Neriah Christian School Society of the Netherlands Reformed Congregation,Neriah Christian School,400 Midpark BLVD,T2X2K4,Calgary,AB,(587) 317-6805,,darlene.dekker@neriahcs.ca,Elementary/Junior High,N,N,Y,Y,N,{1EB564F6-B8A3-4E3E-8922-6B7F382144EC},POINT (-114.0588078 50.90852)
Calgary German Language School Society,Calgary German Language School Society,PO Box 84114    Market Mall RPO,T3B2L9,Calgary,AB,(403) 797-1766,,admin@cglss.com,Junior High/Senior High,N,N,N,Y,Y,{1460C55A-E233-47CA-AE8C-0DE4F604B93E},POINT (-114.1927889 51.0875591)
The Calgary School Division,F. E. Osborne School,5315 Varsity Dr NW,T3A1A7,Calgary,AB,(403) 777-7540,,feosborne@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{6794397C-3456-4B36-8D0F-7706B7F5ED9C},POINT (-114.162965 51.0928118)
The Calgary School Division,Mayland Heights School,2324 Maunsell Drive NE,T2E6A2,Calgary,AB,(403) 777-6290,,maylandheights@cbe.ab.ca,Elementary,N,N,Y,N,N,{CFE07B36-74EF-43CD-A610-E42CAD74B5EA},POINT (-114.0072928 51.0589518)
The Calgary School Division,Douglasdale School,400 Douglas Park Blvd SE,T2Z4A3,Calgary,AB,(403) 777-6177,,douglasdale@cbe.ab.ca,Elementary,N,N,Y,N,N,{EC69DB55-26E5-4CF1-BA0C-48C465EA9234},POINT (-113.9826488 50.935263)
The Calgary Roman Catholic Separate School Division,St. Dominic School,4820 Dalhart Road N.W.,T3A1C2,Calgary,AB,(403) 500-2058,,stdominic@cssd.ab.ca,Elementary,N,N,Y,N,N,{F2F7383A-C189-4910-8717-D4BDCC4DA67E},POINT (-114.1542441 51.1095588)
The Calgary School Division,Calgary Home Education,5505 4A St. SW,T2V0Z7,Calgary,AB,(403) 777-8490,,HomeEducation@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{EB461005-7598-4B0F-BA7C-B39BEAB9CAE4},POINT (-114.0744439 51.004704)
Capstone Engineering Academy,Capstone Engineering Academy,6115 - 10th Street SE,T2H2Z9,Calgary,AB,(403) 930-3535,,dean@capstoneacad.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{0AC249F8-400A-40F1-8363-D0BCD5037219},POINT (-114.0399857 50.9982805)
The Calgary School Division,Simons Valley School,375 Sandarac Drive NW,T3K4B2,Calgary,AB,(403) 777-6660,,simonsvalley@cbe.ab.ca,Elementary,N,N,Y,N,N,{1F1470B2-F482-466A-B8FE-2DFB489CCB4F},POINT (-114.107326 51.1396781)
Renfrew Educational Services Society,Renfrew Educational Services - Child Development Centre,2050 - 21 Street N.E.,T3B2X9,Calgary,AB,(403) 291-5038,,renfrew@renfreweducation.org,Unknown,N,N,N,N,N,{1C350E3D-5D66-40CB-A1C3-235479EC0961},POINT (-114.1439291 51.0747652)
The Calgary School Division,North Haven School,4922 North Haven Dr NW,T2K2K2,Calgary,AB,(403) 777-6220,,northhaven@cbe.ab.ca,Elementary,N,N,Y,N,N,{8EB2479F-374C-4AF7-82D4-177957EB9585},POINT (-114.0866128 51.0975091)
The Calgary School Division,Lake Bonavista School,1015  120 Ave SE,T2J2L1,Calgary,AB,(403) 777-6871,,lakebonavista@cbe.ab.ca,Elementary,N,N,Y,N,N,{EEC72B15-2995-48EB-AA29-FC14C41FE1A9},POINT (-114.0409238 50.944541)
The Calgary Roman Catholic Separate School Division,St. Anne Academic Centre,1010 - 21 Avenue S.E.,T2G1N2,Calgary,AB,(403) 500-2012,,stanne@cssd.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{55A00AD5-CFDC-4B19-82D6-9F2B4A7EC943},POINT (-114.0389181 51.0351393)
The Calgary Roman Catholic Separate School Division,St. Joseph Elementary Junior High School,2512 - 5 Street N.W.,T2M3C7,Calgary,AB,(403) 500-2009,,stjoseph@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{1C498705-CE93-4583-BF4B-4632A8DD214F},POINT (-114.0733169 51.0747866)
